df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_dtc,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T0,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_T4,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2,df_bamh_GT4AT2
Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter,Date,Observation Type,Nobs,Jo,Jo/n,Iter
2023-02-19 06:00:00,moisture,7819,1808.6626226480419,0.231,OMF (2nd INNER LOOP),2023-02-19 06:00:00,moisture,7820,1649.8097830301956,0.211,OMF (2nd INNER LOOP),2023-02-19 06:00:00,moisture,7837,1119.9392109068983,0.143,OMF (2nd INNER LOOP),2023-02-19 06:00:00,moisture,7828,617.0746168376531,0.079,OMF (2nd INNER LOOP)
2023-02-19 06:00:00,gps,307958,423610.1197556527,1.376,OMF (2nd INNER LOOP),2023-02-19 06:00:00,gps,307761,445211.7283998769,1.447,OMF (2nd INNER LOOP),2023-02-19 06:00:00,gps,307773,373954.25503639714,1.215,OMF (2nd INNER LOOP),2023-02-19 06:00:00,gps,306346,312633.96855733026,1.021,OMF (2nd INNER LOOP)
2023-02-19 06:00:00,radiance,168777,60237.661950716785,0.357,OMF (2nd INNER LOOP),2023-02-19 06:00:00,radiance,167761,63494.6344000787,0.378,OMF (2nd INNER LOOP),2023-02-19 06:00:00,radiance,167176,59969.17860335652,0.359,OMF (2nd INNER LOOP),2023-02-19 06:00:00,radiance,165212,58322.655762605755,0.353,OMF (2nd INNER LOOP)
2023-02-19 06:00:00,Jo Global,734505,550222.4670032448,0.749,OMF (2nd INNER LOOP),2023-02-19 06:00:00,Jo Global,733452,573590.1466257724,0.782,OMF (2nd INNER LOOP),2023-02-19 06:00:00,Jo Global,732543,489046.13200344477,0.668,OMF (2nd INNER LOOP),2023-02-19 06:00:00,Jo Global,728632,418370.7752501081,0.574,OMF (2nd INNER LOOP)
2023-02-19 06:00:00,surface pressure,103076,21295.59451653823,0.207,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,surface pressure,103084,21565.661417211737,0.209,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,surface pressure,103119,19194.3785692971,0.186,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,surface pressure,103122,16612.568408175677,0.161,OMA (AFTER 1st OUTER LOOP)
2023-02-19 06:00:00,temperature,23797,6303.606679083527,0.265,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,temperature,23805,5935.210639945906,0.249,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,temperature,23810,4168.292953321474,0.175,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,temperature,23810,3492.543786843663,0.147,OMA (AFTER 1st OUTER LOOP)
2023-02-19 06:00:00,wind,124098,40169.876018674164,0.324,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,wind,124242,38940.70826460073,0.313,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,wind,124436,33818.81442482073,0.272,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,wind,124670,30280.241968578044,0.243,OMA (AFTER 1st OUTER LOOP)
2023-02-19 06:00:00,moisture,7837,1860.5840420514428,0.237,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,moisture,7837,1790.9893600409775,0.229,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,moisture,7837,1157.2477035146944,0.148,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,moisture,7837,818.5564873589127,0.104,OMA (AFTER 1st OUTER LOOP)
2023-02-19 06:00:00,gps,312066,440556.63578009745,1.412,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,gps,312397,460279.0821315644,1.473,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,gps,314532,396790.882427233,1.262,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,gps,315216,339969.39886214037,1.079,OMA (AFTER 1st OUTER LOOP)
2023-02-19 06:00:00,radiance,171140,63411.132566526576,0.371,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,radiance,170346,67964.51663262995,0.399,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,radiance,170393,64836.10514130644,0.381,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,radiance,170803,66002.63449709975,0.386,OMA (AFTER 1st OUTER LOOP)
2023-02-19 06:00:00,Jo Global,742014,573597.4296029714,0.773,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,Jo Global,741711,596476.1684459937,0.804,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,Jo Global,744127,519965.7212194934,0.699,OMA (AFTER 1st OUTER LOOP),2023-02-19 06:00:00,Jo Global,745458,457175.9440101964,0.613,OMA (AFTER 1st OUTER LOOP)
2023-02-19 06:00:00,surface pressure,103076,21295.59451653823,0.207,OMA (1st INNER LOOP),2023-02-19 06:00:00,surface pressure,103084,21565.661417211737,0.209,OMA (1st INNER LOOP),2023-02-19 06:00:00,surface pressure,103119,19194.3785692971,0.186,OMA (1st INNER LOOP),2023-02-19 06:00:00,surface pressure,103122,16612.568408175677,0.161,OMA (1st INNER LOOP)
2023-02-19 06:00:00,temperature,23797,6303.606679083527,0.265,OMA (1st INNER LOOP),2023-02-19 06:00:00,temperature,23805,5935.210639945906,0.249,OMA (1st INNER LOOP),2023-02-19 06:00:00,temperature,23810,4168.292953321474,0.175,OMA (1st INNER LOOP),2023-02-19 06:00:00,temperature,23810,3492.543786843663,0.147,OMA (1st INNER LOOP)
2023-02-19 06:00:00,wind,124098,40169.876018674164,0.324,OMA (1st INNER LOOP),2023-02-19 06:00:00,wind,124242,38940.70826460073,0.313,OMA (1st INNER LOOP),2023-02-19 06:00:00,wind,124436,33818.81442482073,0.272,OMA (1st INNER LOOP),2023-02-19 06:00:00,wind,124670,30280.241968578044,0.243,OMA (1st INNER LOOP)
